VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Lesotho,2019,1.449371277,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Lesotho,2020,1.449371277,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Liberia,2019,0.062887931,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Liberia,2020,0.062887931,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Libya,2019,817.142857143,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Libya,2020,817.142857143,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Lithuania,2019,1.038326531,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Lithuania,2020,1.038326531,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Luxembourg,2019,1.408571429,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Luxembourg,2020,1.365714286,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Madagascar,2019,3.993323442,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Madagascar,2020,3.993323442,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Malawi,2019,7.851851852,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Malawi,2020,7.851851852,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Malaysia,2019,1.15637931,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Malaysia,2020,1.15637931,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Maldives,2019,15.666666667,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Maldives,2020,15.666666667,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mali,2019,4.321666667,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mali,2020,4.321666667,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Malta,2019,80.99906099,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Malta,2020,81.859939604,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mauritania,2019,11.82631579,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mauritania,2020,11.82631579,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mauritius,2019,21.628498728,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mauritius,2020,22.064703744,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mexico,2019,19.344732922,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mexico,2020,19.387383955,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mongolia,2019,1.328735632,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mongolia,2020,1.328735632,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Morocco,2019,36.45862069,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Morocco,2020,36.45862069,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mozambique,2019,0.678489175,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Mozambique,2020,0.678489175,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Myanmar,2019,2.845607124,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Myanmar,2020,2.845607124,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Namibia,2019,0.706339263,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Namibia,2020,0.706339263,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Nepal,2019,4.518125595,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Nepal,2020,4.518125595,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2019,9.234505495,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2020,9.127472528,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,New Zealand,2019,3.019877676,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,New Zealand,2020,3.019877676,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Nicaragua,2019,0.77340141,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Nicaragua,2020,0.773778264,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Niger,2019,7.586807048,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Niger,2020,7.586807048,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Nigeria,2019,4.357791754,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Nigeria,2020,4.357791754,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,North Macedonia,2019,24.9871875,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,North Macedonia,2020,24.9871875,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Norway,2019,0.68475827,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Norway,2020,0.68475827,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Oman,2019,116.714285714,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Oman,2020,116.714285714,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Pakistan,2019,71.762560778,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Pakistan,2020,76.819286872,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Palestine,2019,39.378733572,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Palestine,2020,42.102747909,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Panama,2019,0.869608913,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Panama,2020,0.869608913,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Papua New Guinea,2019,0.048951311,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Papua New Guinea,2020,0.048951311,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Paraguay,2019,0.622276091,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Paraguay,2020,0.622276091,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Peru,2019,2.05075008,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Peru,2020,2.05075008,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Philippines,2019,17.926335499,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Philippines,2020,17.926335499,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Poland,2019,14.849552066,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Poland,2020,14.325619835,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Portugal,2019,7.919289406,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Portugal,2020,7.919289406,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Puerto Rico,2019,12.323943662,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Puerto Rico,2020,12.323943662,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Qatar,2019,431.034482759,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Qatar,2020,431.034482759,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Republic of Korea,2019,41.889526542,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Republic of Korea,2020,41.889526542,%,I,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Republic of Moldova,2019,6.837815811,%,E,False
Water use,Pressure on water resources,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,Republic of Moldova,2020,6.894865526,%,E,False
